fire_id,county_id,month_number,year,state,wildfire_name,acres_burned,counties,location,latitude,longitude,start_datetime,extinguished_datetime
1519,34,8,2019,CA,Browns Fire,84,Sacramento,"Off Twin Cities Road and Clay Station Road, Northeast of Herald ",38.3525,-121.123611,2019-08-02T09:23:00Z,2019-08-02T14:03:00Z
1554,34,8,2019,CA,Prairie Fire ,50,Sacramento,off White Rock Road and Prairie City Road ,38.622058,-121.114095,2019-08-02T14:45:00Z,2019-08-02T17:00:00Z
1388,36,8,2019,CA,La Barisa Fire,26,San Bernardino,Off La Barisa Dr & Hwy 247 in Landers,34.202883,-116.4449,2019-08-03T17:22:51Z,2019-08-04T06:39:00Z
1421,37,8,2019,CA,Border 8 Fire,1507,Mexico,"City of Tecate, southeast of San Diego ",32.573437,-116.658735,2019-08-16T06:14:55Z,2019-08-17T14:30:00Z
1440,37,8,2019,CA,Caliente Fire,448,San Diego,"Off Airway Road and Caliente Ave, in San Ysidro ",32.575556,-117.026667,2019-08-01T14:53:15Z,2019-08-03T09:10:00Z
1527,37,8,2019,CA,Border 9 Fire,80,San Diego,"Off of Marron Valley Road and Border Road, Southeast of Dulzura  ",32.57394,-116.760465,2019-08-15T16:24:24Z,2019-08-16T18:44:00Z
1590,37,8,2019,CA,Border 10 Fire,25,Mexico,Mexico / California International border in the area east of the Otay port of entry.,32.557546,-116.873955,2019-08-25T16:15:15Z,2019-08-28T08:54:00Z
1591,37,8,2019,CA,Border 10 Fire,25,San Diego,Mexico / California International border in the area east of the Otay port of entry.,32.557546,-116.873955,2019-08-25T16:15:15Z,2019-08-28T08:54:00Z
1544,43,8,2019,CA,Bayliss Fire,60,Santa Clara,"Santa Teresa Blvd and Bayliss Drive, South San Jose",37.219717,-121.761974,2019-08-15T13:44:02Z,
1567,43,8,2019,CA,Jamieson Fire,35,Santa Clara,at Jamieson Road and Cañada Road near Gilroy,37.034183,-121.45597,2019-08-25T13:06:49Z,
1434,45,8,2019,CA,Mountain Fire,600,Shasta,"Bear Mountain Road and Dry Creek Road, north of Bella Vista",40.715556,-122.241944,2019-08-22T11:02:09Z,2019-08-26T17:00:00Z
1483,45,8,2019,CA,Cottage Fire,156,Shasta,"Dersch Rd and Cottage Hill Dr, northeast of Anderson ",40.484329,-122.159393,2019-08-15T15:09:55Z,2019-08-17T18:43:00Z
1559,45,8,2019,CA,Lower Fire,46,Shasta,Gas Point Rd & Lower Gas Point Rd in Igo,40.46968,-122.54364,2019-08-12T14:16:53Z,2019-08-13T16:15:00Z
1577,45,8,2019,CA,Gilbert Fire,30,Shasta,"Highway 44 and Gilbert Drive, Palo Cedro, East of Redding",40.55924,-122.25409,2019-08-04T17:18:21Z,
1522,48,8,2019,CA,Timm Fire ,81,Solano,"Off of Timm Road and Allendale Road, South of Winters ",38.455,-121.969167,2019-08-13T15:41:24Z,2019-08-13T18:00:00Z
1430,54,8,2019,CA,Creek Fire,756,Tulare,"Dry Creek Dr and Lomitas Drive, east of Woodlake",36.40193,-119.030621,2019-08-31T15:31:59Z,
1598,55,8,2019,CA,Preston Fire,21,Tuolumne,"10,000 Block Preston Lane, Jamestown",37.949747,-120.420058,2019-08-08T16:16:40Z,2019-08-08T17:12:00Z
1573,57,8,2019,CA,Heavy Range Fire,33,Yolo,"Hammonton Smartsville Rd. and Kendal Rd, Beale Air Force Base",39.171091,-121.423281,2019-08-10T18:47:02Z,2019-08-10T15:07:00Z
1623,1,9,2019,CA,Mines Fire,11,Alameda,"Mines Road, Livermore",37.545167,-121.596667,2019-09-02T14:36:35Z,2019-09-02T19:13:00Z
1626,3,9,2019,CA,Electra Fire,10,Amador,"Electra Road and Highway 49, east of Jackson",38.332083,-120.67131,2019-09-25T13:13:41Z,2019-09-25T17:00:00Z
1439,4,9,2019,CA,Swedes Fire,496,Butte,"Swedes Flat Road and Oro Bangor Highway, east of Oroville",39.45296,-121.412619,2019-09-07T15:06:00Z,2019-09-13T19:00:00Z
1448,4,9,2019,CA,Hwy Fire,300,Butte,"Off of Hwy 99 and Hwy 149, Southeast of Chico",39.622137,-121.693472,2019-09-28T17:48:10Z,2019-09-28T18:40:00Z
1545,4,9,2019,CA,Forbestown Fire,58,Butte,"Forbestown Road and Hurleton Swedes Flat Road, east of Oroville ",39.470333,-121.412333,2019-09-06T15:18:52Z,2019-09-12T18:49:00Z
1537,5,9,2019,CA,Lynette Fire,67,Calaveras,"By the intersection of Loera Hills Road on Paloma Road in Valley Springs, California.",38.20177,-120.827386,2019-09-22T18:25:56Z,
1390,9,9,2019,CA,Chaparral Fire,22,El Dorado,Chaparral Drive and Latrobe Road in Latrobe,38.538467,-120.965105,2019-09-29T21:44:45Z,2019-09-29T21:35:00Z
1518,9,9,2019,CA,Country Fire,85,El Dorado,"Highway 193 and Penobscot Rd, east of Cool",38.898915,-120.946657,2019-09-03T14:57:31Z,2019-09-06T07:24:00Z
1589,10,9,2019,CA,Frame Fire,25,Fresno,"Hwy 198 x Frame Rd, east of Monterey County Line",36.154184,-120.634179,2019-09-30T17:39:00Z,
1399,14,9,2019,CA,Taboose Fire,10296,Inyo,south west of Big Pine and north west of Aberdeen,37.034,-118.345,2019-09-06T12:43:35Z,2019-11-21T16:09:00Z
1417,14,9,2019,CA,Cow Fire,1975,Inyo,"Golden Trout Wilderness, Inyo National Forest",36.284,-118.228,2019-09-06T12:23:00Z,2019-11-21T16:08:00Z
1549,17,9,2019,CA,Oak Fire,53,Lake,"Highway 29 and Cole Creek Road, South of Kelseyville",38.955024,-122.833831,2019-09-07T14:00:00Z,2019-09-08T07:00:00Z
1584,17,9,2019,CA,Glass Fire,28,Lake,"Highway 29 and DNA Ridge Rock, Southwest of Clear Lake.",38.910498,-122.642572,2019-09-04T16:26:00Z,2019-09-05T10:03:00Z
1454,18,9,2019,CA,R-6 Fire,260,Lassen,"North of Fredonyer Peak, southwest of Termo",44.734,-120.606,2019-09-06T13:20:00Z,2019-09-11T18:30:00Z
1403,25,9,2019,CA,Lone Fire,5737,Modoc,"Pinnacle Lake, Doublehead Ranger district, Modoc National Forest",41.748,-121.056,2019-09-06T11:34:27Z,2019-09-13T07:19:00Z
1406,26,9,2019,CA,Springs Fire,4840,Mono,"southeast of Lee Vining, CA",37.826,-118.872,2019-09-06T11:24:11Z,
1538,27,9,2019,CA,Jolon Fire,66,Monterey,"Jolon Road and New Pleyto Road, Lockwood",35.906482,-120.992914,2019-09-01T16:35:55Z,2019-09-02T10:08:00Z
1433,31,9,2019,CA,Baseline Fire ,604,Placer,"Baseline Road and Country Acres Lane, north of Rio Linda ",38.751648,-121.432636,2019-09-20T15:02:08Z,
1397,32,9,2019,CA,Walker Fire,54612,Plumas,"Indian Creek and Beckworth Genesee Road, east of Genesee",40.061389,-120.680556,2019-09-04T15:17:31Z,
1418,33,9,2019,CA,Tenaja,1926,Riverside,"Tenaja Road and Clinton Keith Road, in La Cresta",33.528469,-117.273157,2019-09-04T16:43:36Z,2019-09-14T19:00:00Z
1438,33,9,2019,CA,Horseshoe Fire ,520,Riverside,"Horseshoe Trail and Stagecoach Road, Juniper Flats",33.4853,-117.043723,2019-09-14T17:53:00Z,
1456,33,9,2019,CA,Sycamore Fire,250,Riverside,"Kangaroo Court and River Ridge Drive, Riverside ",33.9369,-117.3063,2019-09-07T20:31:46Z,2019-09-08T18:00:00Z
1480,33,9,2019,CA,Bautista Fire,167,Riverside,"Bautista Road and Tripp Flats, West of Lake Hemet",33.635,-116.801111,2019-09-15T20:13:05Z,2019-09-22T18:00:00Z
1509,33,9,2019,CA,Kennedy Fire,98,Riverside,"Moreno Beach Dr & John F. Kennedy Dr, near Lake Perris",33.900994,-117.170588,2019-09-21T17:22:00Z,2019-09-22T17:00:00Z
1571,33,9,2019,CA,Redwood Fire,34,Riverside,Mead Valley ,33.854597,-117.270144,2019-09-12T20:30:41Z,
1605,33,9,2019,CA,Warren Fire,19,Riverside,Warren Rd & Old Mine Rd in Hemet,33.703546,-117.033598,2019-09-30T07:07:00Z,2019-09-30T09:05:00Z
1627,33,9,2019,CA,Bailey Fire,10,Riverside,Bailey Road and Terwilliger Road in Anza,33.496633,-116.631106,2019-09-10T10:43:58Z,2019-09-10T10:45:00Z
1481,35,9,2019,CA,Antelope Fire,167,San Benito,"Panoche Road and New Idria Road, Paicines",36.600167,-120.8405,2019-09-02T15:40:37Z,2019-09-03T07:11:00Z
1608,35,9,2019,CA,Foster Fire ,17,San Benito,"off of Grass Valley Road and Cienega Road, in Hollister",36.732866,-121.39478,2019-09-04T20:33:59Z,2019-09-04T20:33:00Z
1615,36,9,2019,CA,Telephone Fire,15,San Bernardino,"Old Dump Road, south of Summit Valley Road, Hesperia",34.353667,-117.343833,2019-09-02T20:27:29Z,2019-09-06T08:00:00Z
1473,37,9,2019,CA,Dehesa Fire ,200,San Diego,Dehesa Road and Sloan Canyon Road,32.787656,-116.806941,2019-09-24T15:00:00Z,
1551,37,9,2019,CA,Willow Fire,52,San Diego,"near 14000 block of Willow Rd, Northeast Lakeside ",32.87833333,-116.88,2019-09-25T14:17:25Z,2019-09-25T20:00:00Z
1562,39,9,2019,CA,Flood Fire ,44,San Joaquin,"near Flood Rd and N. Waverly Road, Southwest of Rancho Calaveras",38.017138,-120.945044,2019-09-05T14:33:01Z,2019-09-05T19:56:00Z
1462,40,9,2019,CA,Lopez Fire,220,San Luis Obispo,"Upper Lopez Canyon Road & Wittenberg Creek Rd, southeast of San Luis Obispo",35.214364,-120.455883,2019-09-21T14:26:00Z,2019-09-27T18:00:00Z
1474,42,9,2019,CA,McMurray Fire,200,Santa Barbara,"McMurray Rd and Hwy 101, north of Buellton",34.630919,-120.187368,2019-09-09T17:42:43Z,2019-09-14T08:00:00Z
1499,43,9,2019,CA,Reservoir Fire,128,Santa Clara,"Calaveras Rd and Felter Road, 5 miles northeast of Milpitas",37.467744,-121.842751,2019-09-21T11:49:00Z,2019-09-24T18:00:00Z
1395,44,9,2019,CA,Deer Fire,10,Santa Cruz,"Deer Creek Road and Rons Road, northeast of Boulder Creek",37.178353,-122.07743,2019-09-03T15:36:45Z,2019-09-06T19:48:00Z
1612,45,9,2019,CA,Cow Fire,16,Shasta,at Whitmore Road and Cow Creek Ranch Road in Millville,40.612556,-122.039167,2019-09-24T08:40:45Z,2019-09-24T14:52:00Z
1419,47,9,2019,CA,Lime Fire,1872,Siskiyou,"Ash Creek and Highway 96, Southwest of Hornbrook",41.862237,-122.662258,2019-09-07T08:36:32Z,
1460,47,9,2019,CA,Kidder 2 Fire,227,Siskiyou,"Marble Mountain Wilderness and Kidder Creek, Northwest of Etna",41.4929742,-123.2129356,2019-09-07T08:47:46Z,2019-09-26T08:00:00Z
1515,47,9,2019,CA,Bar Fire,91,Siskiyou,"Southwest of Bald Mountain and Klamath Bar, Klamath National Forest",41.749667,-123.000833,2019-09-15T15:52:00Z,
1614,47,9,2019,CA,Duzel Fire,15,Siskiyou,"Near Duzel Rock Lookout, northeast of Etna",41.512917,-122.740333,2019-09-07T18:19:16Z,2019-09-10T19:27:00Z
1576,48,9,2019,CA,Mare Fire,30,Solano,"Off Tyler Road and Jennings Road, Southwest of Vallejo",38.07944444,-122.2561111,2019-09-26T15:29:06Z,
1476,50,9,2019,CA,Stuhr Fire ,190,Stanislaus,"Off SB Interstate 5 and West Stuhr Road, South of Patterson City ",37.32585,-121.110146,2019-09-11T11:25:43Z,
1622,50,9,2019,CA,Bridge Fire,11,Stanislaus,Knights Ferry,37.492002,-120.401028,2019-09-13T20:00:29Z,2019-09-13T21:43:00Z
1401,52,9,2019,CA,Red Bank Fire,8838,Tehama,"Off Hammer Loop Road and Petty John Road, West of Red Bluff ",40.12,-122.64,2019-09-05T13:19:56Z,2019-09-13T19:00:00Z
1405,52,9,2019,CA,South Fire,5332,Tehama,"Southeast aspect of Tomhead Mountain, South of Platina",40.109,-122.789,2019-09-05T19:59:46Z,2019-12-02T16:12:00Z
1450,53,9,2019,CA,Rams Horn Fire,280,Trinity,"Highway 3 and Bear Creek Loop, Northeast of Coffee Creek",41.150392,-122.634108,2019-09-07T08:49:58Z,2019-09-12T10:08:00Z
1457,53,9,2019,CA,Henthorne Fire,244,Trinity,"Yolla Bolly Middle Eel Wilderness near Henthorne Lake, North of Covelo",40.062304,-123.222196,2019-09-05T09:25:00Z,2019-09-18T12:17:00Z
1444,54,9,2019,CA,Broder Fire,381,Tulare,Northeast of Broder Meadow,36.151,-118.185,2019-09-06T12:39:18Z,
1520,55,9,2019,CA,Tulloch Fire,83,Tuolumne,"By the intersection of Tulloch Road and Highway 108 in Jamestown, California.",37.838333,-120.625556,2019-09-23T15:55:57Z,2019-09-24T10:21:00Z
1452,56,9,2019,CA,Snail Fire,279,Ventura,3 miles northwest of Reyes Creek,34.71011,-119.3547,2019-09-01T17:37:43Z,2019-09-05T08:14:00Z
1384,1,10,2019,CA,Mines Fire,35,Alameda,"Mines Rd and Del Valle Rd, southeast of Livermore",37.62782,-121.68598,2019-10-24T23:16:18Z,2019-10-27T13:55:00Z
1618,1,10,2019,CA,Little Fire,12,Alameda,SR 84 and Little Valley Road in Sunol,37.606,-121.853,2019-10-08T17:25:12Z,2019-10-08T17:51:00Z
1525,4,10,2019,CA,Nelson Fire ,80,Butte,Between Durham and Richvale,39.551423,-121.800538,2019-10-24T14:43:10Z,2019-10-24T17:15:00Z
1382,7,10,2019,CA,Merrill Fire,40,Contra Costa,"Merrill Circle N and Merrill Dr, Moraga",37.828267,-122.103867,2019-10-10T06:42:19Z,2019-10-10T12:00:00Z
1392,7,10,2019,CA,Nustar Fire,15,Contra Costa,"San Pablo Ave and Cummings Skyway, Crockett",38.045866,-122.245186,2019-10-15T16:17:18Z,
1471,7,10,2019,CA,Cypress Complex,200,Contra Costa,"East Cypress Rd and Bethel Island Road, Knightsen, CA  ",37.99136,-121.64118,2019-10-27T08:50:23Z,2019-10-28T16:26:00Z
1487,7,10,2019,CA,Sky Fire ,150,Contra Costa,"Commings Skyway and I-80, south of Crockett",38.03545,-122.2241,2019-10-27T11:29:03Z,2019-10-28T16:30:00Z
1553,7,10,2019,CA,Forest Fire,50,Contra Costa,"Alhambra Ave and Alhambra Hills Dr, Martinez in Contra Costa County",37.97911,-122.11092,2019-10-27T17:36:15Z,2019-10-28T16:26:00Z
1408,9,10,2019,CA,Caples Fire,3435,El Dorado,Northern ridge above Caples Creek north of Highway 88,38.724,-120.145,2019-10-11T12:47:59Z,
1379,10,10,2019,CA,Mud Fire ,137,Fresno,"Los Gatos Creek Road and Joaquin Rocks Lookout Road, east of Coalinga",36.319291,-120.460189,2019-10-18T12:17:32Z,2019-10-19T15:00:00Z
1541,11,10,2019,CA,Elk Fire,63,Glenn,Elk Creek,41.70611111,-123.4375,2019-10-04T12:03:48Z,2019-10-03T12:03:00Z
1588,17,10,2019,CA,Grove Fire,25,Lake,Hwy 29 and Spruce Grove Road in Lake County,38.88913,-122.604425,2019-10-17T20:06:00Z,
1547,18,10,2019,CA,Horse Fire,55,Lassen,"Shaffer Mountain, Northeast of Susanville in Lassen County",40.387772,-120.304341,2019-10-13T14:45:37Z,2019-10-16T13:44:00Z
1402,19,10,2019,CA,Saddle Ridge Fire,8799,Los Angeles,"Saddle Ridge Rd, Sylmar",34.32988,-118.48161,2019-10-10T21:02:00Z,2019-10-31T09:10:00Z
1407,19,10,2019,CA,Tick Fire,4615,Los Angeles,"Tick Canyon Rd and Summit Knoll Rd, Canyon Country",34.472778,-118.368056,2019-10-24T14:51:46Z,
1431,19,10,2019,CA,Getty Fire ,745,Los Angeles,East Sepulveda Blvd and I-405 near Los Angeles City ,34.098191,-118.478717,2019-10-28T06:46:55Z,2019-11-05T17:30:00Z
1564,19,10,2019,CA,Palisades Fire,42,Los Angeles,"North Palisades Dr., Pacific Palisades",34.055768,-118.554091,2019-10-21T11:52:52Z,2019-10-31T14:16:00Z
1536,21,10,2019,CA,Muir Fire,67,Marin,"Highway 1 and Panoramic Hwy, Stinson Beach",37.896231,-122.636471,2019-10-24T12:15:33Z,
1404,22,10,2019,CA,Briceburg Fire,5563,Mariposa,Highway 140 and Briceburg Bridge Road north of Midpines ,37.604638,-119.96606,2019-10-06T16:15:12Z,
1394,23,10,2019,CA,Wilson Fire,10,Mendocino,"Highway 101 south of Sloan and Old Sherwood Road in Willits, California",39.613783,-123.458782,2019-10-04T18:38:09Z,
1432,23,10,2019,CA,Burris Fire,703,Mendocino,"Potter Valley Road and  Highway 20, east of Calpella in Mendocino County",39.22431,-123.12887,2019-10-27T14:54:40Z,2019-11-03T18:52:00Z
1376,27,10,2019,CA,Cross Fire,289,Monterey,Indian Valley Road and Monterey County Line near Camp Robert's,35.79069,-120.73102,2019-10-09T06:52:14Z,2019-10-11T07:30:00Z
1436,28,10,2019,CA,American Fire,526,Napa,"American Canyon and Highway 80, east of American Canyon",38.165873,-122.211671,2019-10-06T16:36:50Z,2019-10-07T18:34:00Z
1372,33,10,2019,CA,Sandalwood Fire,1011,Riverside,Calimesa Boulevard and Sandalwood Drive,33.9925,-117.059167,2019-10-10T15:38:44Z,
1374,33,10,2019,CA,Hill Fire ,494,Riverside,"Granite Hill and Pyrite Street, in Jurupa Valley ",34.01778,-117.4625,2019-10-30T11:19:00Z,2019-11-02T18:44:00Z
1381,33,10,2019,CA,Wolf Fire,75,Riverside,"Wolfskill Truck Road near Silver Creek Drive, south of Banning",33.8615,-116.897333,2019-10-10T18:36:46Z,2019-10-12T17:22:00Z
1445,33,10,2019,CA,Reche Fire,350,Riverside,"Reche Canyon Rd and Jordan Dr, Moreno Valley",33.975405,-117.207068,2019-10-10T14:18:17Z,2019-10-13T07:30:00Z
1446,33,10,2019,CA,46 Fire,328,Riverside,"5300 block of 46th Street, East Jurupa Valley ",33.985972,-117.414111,2019-10-31T06:22:34Z,2019-11-03T16:15:00Z
1631,33,10,2019,CA,Eagle Fire,9,Riverside,"Eagle Canyon Rd. and Cajalco Rd., southwest of Corona",33.827979,-117.499619,2019-10-10T12:08:00Z,2019-10-10T18:11:00Z
1635,33,10,2019,CA,Johnson Fire ,,Riverside,Johnson Street and Ave 82,33.45148,-116.05898,2019-10-14T15:32:20Z,
1470,36,10,2019,CA,Hillside Fire,200,San Bernardino,"off of W 59th and Hill Dr, in San Bernardino National Forest",34.183,-117.285,2019-10-31T06:53:47Z,2019-11-05T09:03:00Z
1490,36,10,2019,CA,Old Water Fire,145,San Bernardino,near Old Waterman Canyon Road and Hwy 18. ,34.183624,-117.274276,2019-10-24T04:53:17Z,
1620,36,10,2019,CA,Beaumont Fire,11,San Bernardino,Beaumont and San Timorese Canyon,34.033117,-117.21545,2019-10-21T08:16:33Z,2019-10-22T13:30:00Z
1383,37,10,2019,CA,Miller Fire,37,San Diego,"Miller Lane and Cole Grade Lane, North of Valley Center ",33.259861,-117.027333,2019-10-25T15:05:52Z,2019-10-27T18:05:00Z
1510,37,10,2019,CA,Sawday Fire ,97,San Diego,"Sawday Truck Trail and Little Page Rd, Community of Witch Creek ",33.055124,-116.742508,2019-10-25T10:52:04Z,2019-10-28T19:31:00Z
1552,37,10,2019,CA,Copper Fire,50,San Diego,"off of Border road and Canyon Road, Southeast of Chula Vista ",32.564583,-116.834583,2019-10-31T06:39:56Z,
1624,37,10,2019,CA,Fairmont Fire,10,San Diego,"Off Fairmont Avenue and Aldine Drive, Northwest of Talmadge",32.762706,-117.097441,2019-10-15T17:41:57Z,2019-10-16T13:50:00Z
1634,37,10,2019,CA,Oak Fire,,San Diego,"Near Basilone Road and Las Pulgas Road, near Camp Pendleton North",33.351145,-117.403719,2019-10-22T19:20:44Z,
1377,40,10,2019,CA,Cross Fire,289,San Luis Obispo,Indian Valley Road and Monterey County Line near Camp Robert's,35.79069,-120.73102,2019-10-09T06:52:14Z,2019-10-11T07:30:00Z
1550,40,10,2019,CA,Ranch Fire,52,San Luis Obispo,"Off of Pozo Road and Avenales Ranch Rd, Southeast of Pozo",35.189783,-120.1755,2019-10-01T22:35:52Z,
1575,40,10,2019,CA,Bitter Fire,30,San Luis Obispo,Highway 46 and Bitterwater Rd,35.709176,-120.312856,2019-10-11T12:30:19Z,2019-10-11T16:21:00Z
1543,41,10,2019,CA,Cabrillo Fire,62,San Mateo,"Highway 1 and Gazos Creek Rd, south of Pescadero",37.166674,-122.361112,2019-10-24T20:15:36Z,2019-10-27T12:11:00Z
1443,42,10,2019,CA,Real Fire,420,Santa Barbara,Calle Real & Hwy 101 west of El Capitan ,34.484722,-120.190833,2019-10-17T16:31:00Z,2019-10-21T06:00:00Z
1582,43,10,2019,CA,Point Fire ,29,Santa Clara,Highway 152 and Dinosaur Point Rd ,37.066483,-121.219163,2019-10-07T09:58:51.763Z,2019-10-07T09:58:00Z
1565,45,10,2019,CA,Plains Fire,42,Shasta,Millville Plains Road and Sprig Road in Millville,40.4988,-122.19911,2019-10-10T15:49:07Z,2019-10-10T19:05:00Z
1492,48,10,2019,CA,Glencove Fire ,140,Solano,"Glen Cove Pkwy and Lookout Dr, south of Vallejo",38.07205,-122.22463,2019-10-27T11:52:15Z,2019-10-28T16:28:00Z
1396,49,10,2019,CA,Kincade Fire,77758,Sonoma,"John Kincade Road and Burned Mountain Road, northeast of Geyserville",38.792458,-122.780053,2019-10-23T21:27:00Z,2019-11-06T19:00:00Z
1607,50,10,2019,CA,Del Fire,18,Stanislaus,Del Puerto Canyon Road east of Frank Raines Park west of Patterson,37.429506,-121.336465,2019-10-03T13:36:04Z,2019-10-04T10:39:00Z
1373,52,10,2019,CA,Rawson Fire,605,Tehama,"Gyle Road and Long Dirt Road, Northwest of Corning",40.00171,-122.25421,2019-10-27T02:47:20Z,2019-10-28T07:22:00Z
1535,52,10,2019,CA,Corning Fire ,68,Tehama,"Inghram Road, South Corning",39.847708,-122.1604,2019-10-09T08:31:40Z,2019-10-09T12:39:00Z
1621,52,10,2019,CA,Dales Fire,11,Tehama,Highway 36E east of Dales Station and Manton Road,40.314187,-122.070055,2019-10-07T11:03:29.963Z,2019-10-07T11:03:00Z
1625,52,10,2019,CA,Inghram Fire,10,Tehama,"Inghram Road, South Corning",39.847708,-122.160416,2019-10-09T09:52:52.477Z,2019-10-08T09:52:00Z
1370,56,10,2019,CA,Easy Fire,1806,Ventura,"West Easy Street and West Los Angeles Avenue, Simi Valley",34.282179,-118.803389,2019-10-30T07:45:14Z,2019-11-02T18:57:00Z
1400,56,10,2019,CA,Maria Fire ,9999,Ventura,"off of Bradley Road and Solano Verde Dr, Top of South Mt, Santa Paula",34.302212,-118.997115,2019-10-31T20:58:28Z,2019-11-06T18:00:00Z
1472,56,10,2019,CA,Olivas Fire,200,Ventura,"Olivas Park Drive, near the Buenaventura Golf Course",34.23955,-119.20187,2019-10-11T15:57:10Z,2019-10-12T18:00:00Z
1514,56,10,2019,CA,Wendy Fire,91,Ventura,"Potrero Rd and S Wendy Dr, Newbury Park",34.156389,-118.950833,2019-10-10T21:28:58Z,
1532,17,11,2019,CA,Eagle Fire,75,Lake,"Walker Ridge Road and Bartlett Springs Road, northeast of Clearlake",39.100408,-122.496548,2019-11-05T06:52:14Z,2019-11-06T18:30:00Z
1375,31,11,2019,CA,Foothills Fire,355,Placer,"Foothills and McAnally Drive, northwest of Roseville",38.838992,-121.325842,2019-11-25T12:39:44Z,
1604,33,11,2019,CA,Sobrante Fire ,19,Riverside,"off of La Sierra Ave and Tin Mine Road,  East of Corona ",33.849906,-117.461363,2019-11-01T13:04:34Z,2019-11-01T08:55:00Z
1410,42,11,2019,CA,Cave Fire (No Longer a CAL FIRE Incident),3126,Santa Barbara,Highway 154 and E Camino Cielo near Painted Cave in the Los Padres National Forest,34.5025,-119.785,2019-11-25T19:59:12Z,2019-12-14T08:22:00Z
1412,52,11,2019,CA,Ranch Fire,2534,Tehama,"Colyer Springs Rd and Raglin Ridge Rd, southwest of Red Bluff",40.036379,-122.637837,2019-11-03T14:16:17Z,2019-11-14T18:02:00Z
1633,57,11,2019,CA,Cashe Fire ,,Yolo,"County Road 102 and County Road 17, North of Woodland",38.734634,-121.729691,2019-11-25T12:02:02Z,
